Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и82.196.148.114и-иGETи/idp/resources/img/theme/sprite_arrow.pngиHTTP/1.1и"200"и0.001и1407095997.008и1434и"https://esia.gosuslugi.ru/idp/resources/css/theme.css"и"Firefox/3.6.13,иTestNVG"и-иupstream_responce:и0.001
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и109.165.86.241и-иGETи/idp/AuthnEngineиHTTP/1.1и"302"и0.011и1407095997.009и311и"http://www.gosuslugi.ru/pgu/personcab"и"Mozilla/5.0и(X11;иLinuxиx86_64)иAppleWebKit/537.36и(KHTML,иlikeиGecko)иChrome/36.0.1985.125иSafari/537.36"и-иupstream_responce:и0.011
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и82.196.148.114и-иGETи/idp/resources/img/theme/primefaces/bg_paginator.pngиHTTP/1.1и"200"и0.002и1407095997.009и3498и"https://esia.gosuslugi.ru/idp/resources/css/theme.css"и"Firefox/3.6.13,иTestNVG"и-иupstream_responce:и0.002
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и82.196.148.114и-иPOSTи/idp/staffUnitPagingиHTTP/1.1и"200"и0.005и1407095997.012и119и"https://esia.gosuslugi.ru/idp/authn/UsernamePasswordLogin"и"Firefox/3.6.13,иTestNVG"и-иupstream_responce:и0.005
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и95.55.0.200и-иPOSTи/profile/user/upStep3.xhtmlиHTTP/1.1и"200"и0.097и1407095997.065и591и"https://esia.gosuslugi.ru/profile/user/upStep3.xhtml"и"Mozilla/5.0и(WindowsиNTи6.1;иWOW64)иAppleWebKit/537.36и(KHTML,иlikeиGecko)иChrome/36.0.1985.125иSafari/537.36"и-иupstream_responce:и0.097
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и95.153.168.223и-иGETи/idp/authn/CommonLoginиHTTP/1.1и"200"и0.086и1407095997.090и25178и"https://www.gosuslugi.ru/pgu/personcab"и"Mozilla/5.0и(WindowsиNTи6.1;иWOW64)иAppleWebKit/537.36и(KHTML,иlikeиGecko)иChrome/36.0.1985.125иSafari/537.36"и-иupstream_responce:и0.008
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и79.132.117.209и-иPOSTи/profile/user/upStep2.xhtmlиHTTP/1.1и"200"и0.091и1407095997.113и4427и"https://esia.gosuslugi.ru/profile/user/upStep2.xhtml"и"Mozilla/5.0и(WindowsиNTи6.1)иAppleWebKit/537.36и(KHTML,иlikeиGecko)иChrome/36.0.1985.125иSafari/537.36"и-иupstream_responce:и0.091
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и82.196.148.114и-иGETи/idp/globalRoleSelection?orgID=PиHTTP/1.1и"302"и0.020и1407095997.119и329и"https://esia.gosuslugi.ru/idp/authn/UsernamePasswordLogin"и"Firefox/3.6.13,иTestNVG"и-иupstream_responce:и0.020
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и213.168.57.141и-иPOSTи/profile/user/upStep2.xhtmlиHTTP/1.1и"200"и0.106и1407095997.129и9793и"https://esia.gosuslugi.ru/profile/user/upStep2.xhtml"и"Opera/9.80и(WindowsиNTи6.1;иWOW64)иPresto/2.12.388иVersion/12.16"и-иupstream_responce:и0.106
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и109.165.86.241и-иGETи/idp/authn/CommonLoginиHTTP/1.1и"200"и0.058и1407095997.138и25178и"http://www.gosuslugi.ru/pgu/personcab"и"Mozilla/5.0и(X11;иLinuxиx86_64)иAppleWebKit/537.36и(KHTML,иlikeиGecko)иChrome/36.0.1985.125иSafari/537.36"и-иupstream_responce:и0.010
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и46.72.243.200и-иGETи/profile/user/upStep1.xhtmlиHTTP/1.1и"200"и0.018и1407095997.181и1053и"https://esia.gosuslugi.ru/registration/account.xhtml"и"Mozilla/5.0и(WindowsиNTи6.1)иAppleWebKit/537.36и(KHTML,иlikeиGecko)иChrome/36.0.1985.125иSafari/537.36"и-иupstream_responce:и0.018
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и213.87.131.51и-иPOSTи/pgu/wsapi/kladrService/kladrFindFIASAddressиHTTP/1.1и"200"и0.027и1407095997.191и78и"https://esia.gosuslugi.ru/profile/user/person.xhtml"и"Mozilla/5.0и(compatible;иMSIEи10.0;иWindowsиNTи6.2;иTrident/6.0;иARM;иTouch;иWPDesktop)"и-иupstream_responce:и0.017
Augии4и00:00:06иp00esianlbext01иesia.gosuslugi.ru_https_access:и03/Aug/2014:23:59:57и+0400и82.196.148.114и-иGETи/idp/profile/SAML2/Redirect/SSOиHTTP/1.1и"200"и0.084и1407095997.207и23828и"https://esia.gosuslugi.ru/idp/authn/UsernamePasswordLogin"и"Firefox/3.6.13,иTestNVG"и-иupstream_responce:и0.084
